,id,sdbid,name,_r,raj2000,dej2000,pmra,pmde,main_id,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,type_short,type_long,star_comp_no,teff,e_teff,plx_arcsec,e_plx_arcsec,lstar,e_lstar,rstar,e_rstar,logg,e_logg,mh,e_mh,a_v,distance,lstar_1pc,e_lstar_1pc,disk_r_comp_no,temp,e_temp,ldisk_lstar,e_ldisk_lstar,rdisk_bb,e_rdisk_bb,ldisk_1pc,e_ldisk_1pc,lam0,e_lam0,beta,e_beta,dmin,e_dmin,q,e_q,model_comps,parameters,evidence,chisq,dof,model_mtime,url,phot_url,mnest_url,model_url,ang_size_band7
72,sdb-v2-124139.64-012657.7,sdb-v2-124139.64-012657.7,HIP 61941,-1.0,190.415180983,-1.449372819,-614.76,61.34,* gam Vir,F1V+F0mF2V,1989ApJS...69..301G,85.58,0.6,2007A&A...474..653V,**,Double or multiple star,0,6936.52,128.497,0.08558,0.0006,9.62928,0.340139,2.14423,0.0556097,3.41633,0.789672,-3.01623,1.0331,0.0,11.684973124561813,0.0705844,0.00224322,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.936525e+03,3.416327e+00,-3.016231e+00,-1.471707e+00]",-17.5649,10.5195,7,1665338657.032675,http://drgmk.com/sdb/seds/masters/sdb-v2-124139.64-012657.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-124139.64-012657.7/public/sdb-v2-124139.64-012657.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-124139.64-012657.7/public/sdb-v2-124139.64-012657.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-124139.64-012657.7/public/sdb-v2-124139.64-012657.7-mnest/phoenix_m_.json,0.001700430304485049
73,sdb-v2-125536.21+032350.9,sdb-v2-125536.21+032350.9,HIP 63090,-1.0,193.90086919,3.39747034,-469.99,-52.83,* del Vir,M3+III,1989ApJS...71..245K,16.44,0.22,2007A&A...474..653V,RG*,Red Giant Branch star,0,4560.08,10.4941,0.01644,0.00022,182.662,5.33514,21.6464,0.350278,2.0186,0.0165588,0.482011,0.0167758,0.0,60.82725060827251,0.0493166,0.000511036,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.560079e+03,2.018601e+00,4.820107e-01,-8.977018e-01]",-1710.03,3373.44,21,1665338859.421535,http://drgmk.com/sdb/seds/masters/sdb-v2-125536.21+032350.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-125536.21+032350.9/public/sdb-v2-125536.21+032350.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-125536.21+032350.9/public/sdb-v2-125536.21+032350.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-125536.21+032350.9/public/sdb-v2-125536.21+032350.9-mnest/phoenix_m_.json,0.003297635720113019
74,sdb-v2-130210.60+105732.9,sdb-v2-130210.60+105732.9,HIP 63608,-1.0,195.54415771,10.9591504,-273.8,19.96,* eps Vir,G8III-IIIb,1989ApJS...71..245K,29.76,0.14,2007A&A...474..653V,PM*,High proper-motion Star,0,5146.22,13.544,0.02976,0.00014,89.4629,0.963037,11.8992,0.0894137,2.08265,0.0743581,0.438897,0.0569562,0.0,33.60215053763441,0.0792426,0.000496649,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.146218e+03,2.082653e+00,4.388969e-01,-9.011935e-01]",-83.4753,125.411,17,1665338939.150363,http://drgmk.com/sdb/seds/masters/sdb-v2-130210.60+105732.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-130210.60+105732.9/public/sdb-v2-130210.60+105732.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-130210.60+105732.9/public/sdb-v2-130210.60+105732.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-130210.60+105732.9/public/sdb-v2-130210.60+105732.9-mnest/phoenix_m_.json,0.0032814506490891266
75,sdb-v2-131855.30-231017.5,sdb-v2-131855.30-231017.5,HIP 64962,1.266,199.7303946,-23.1715037,70.83,-46.765,* gam Hya,G8IIIa,1989ApJS...71..245K,24.37,0.15,2007A&A...474..653V,SB*,Spectroscopic binary,0,5170.67,20.2507,0.02437,0.00015,113.169,1.83278,13.2525,0.126991,2.33935,0.260382,0.402926,0.110509,0.0,41.03405826836274,0.0673144,0.000606311,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.170667e+03,2.339352e+00,4.029258e-01,-9.819406e-01]",-71.7185,108.712,20,1665339010.857413,http://drgmk.com/sdb/seds/masters/sdb-v2-131855.30-231017.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-131855.30-231017.5/public/sdb-v2-131855.30-231017.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-131855.30-231017.5/public/sdb-v2-131855.30-231017.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-131855.30-231017.5/public/sdb-v2-131855.30-231017.5-mnest/phoenix_m_.json,0.0029927368293031346
76,sdb-v2-132035.82-364244.2,sdb-v2-132035.82-364244.2,HIP 65109,0.004,200.149238,-36.712291,-341.4,-86.6,* iot Cen,kA1.5hA3mA3Va,2006AJ....132..161G,55.49,0.17,2007A&A...474..653V,PM*,High proper-motion Star,0,9161.59,54.5084,0.05549,0.00017,23.2966,0.377569,1.91496,0.0157148,4.08949,0.039763,-0.734677,0.243522,0.0,18.021265092809514,0.0717399,0.00102079,1,172.318,4.85371,6.78304e-06,3.56136e-07,12.6067,0.723325,4.87709e-07,2.51548e-08,32.2435,1.83511,1.15265,0.242661,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[9.161588e+03,4.089487e+00,-7.346769e-01,-1.947116e+00,2.236330e+00,1.508442e+00,1.152654e+00,-1.643934e-01,9.300004e-01,9.324955e-01,9.345803e-01,9.584444e-01]",-260.363,391.911,410,1658853756.2198,http://drgmk.com/sdb/seds/masters/sdb-v2-132035.82-364244.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-132035.82-364244.2/public/sdb-v2-132035.82-364244.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-132035.82-364244.2/public/sdb-v2-132035.82-364244.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-132035.82-364244.2/public/sdb-v2-132035.82-364244.2-mnest/phoenix_m+modbb_disk_r_.json,0.000984667531536932
77,sdb-v2-132511.58-110940.8,sdb-v2-132511.58-110940.8,HIP 65474,-1.0,201.29824736,-11.16131949,-42.35,-30.67,* alf Vir,B1V,1953ApJ...117..313J,13.06,0.7,2007A&A...474..653V,bC*,Variable Star of beta Cep type,0,23383.1,1007.98,0.01306,0.0007,19052.2,2894.29,8.24598,0.503642,2.7361,0.253922,-3.63587,0.286846,0.0,76.5696784073507,3.19244,0.349024,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.338310e+04,2.736102e+00,-3.635874e+00,-1.928058e+00]",-36.9149,43.7027,16,1665339078.757916,http://drgmk.com/sdb/seds/masters/sdb-v2-132511.58-110940.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-132511.58-110940.8/public/sdb-v2-132511.58-110940.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-132511.58-110940.8/public/sdb-v2-132511.58-110940.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-132511.58-110940.8/public/sdb-v2-132511.58-110940.8-mnest/phoenix_m_.json,0.0009979312902024234
78,sdb-v2-135441.08+182351.8,sdb-v2-135441.08+182351.8,HIP 67927,-1.0,208.67116217,18.39772072,-60.95,-356.29,* eta Boo,G0IV,1989ApJS...71..245K,87.75,1.24,2007A&A...474..653V,SB*,Spectroscopic binary,0,6122.51,21.9933,0.08775,0.00124,9.25058,0.266864,2.70249,0.0439351,3.47589,0.181957,0.3002,0.0748993,0.0,11.396011396011398,0.0713463,0.000314294,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.122511e+03,3.475887e+00,3.001996e-01,-1.248846e+00]",-40.5268,41.0808,22,1665339201.165545,http://drgmk.com/sdb/seds/masters/sdb-v2-135441.08+182351.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-135441.08+182351.8/public/sdb-v2-135441.08+182351.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-135441.08+182351.8/public/sdb-v2-135441.08+182351.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-135441.08+182351.8/public/sdb-v2-135441.08+182351.8-mnest/phoenix_m_.json,0.0021974874671892206
79,sdb-v2-135532.39-471718.1,sdb-v2-135532.39-471718.1,HIP 68002,-1.0,208.8849402,-47.28837451,-57.37,-44.55,* zet Cen,B2.5IV,None,8.54,0.13,2007A&A...474..653V,SB*,Spectroscopic Binary,0,24846.0,145.604,0.00854,0.00013,11535.2,633.871,5.7892,0.126627,4.16753,0.345887,-1.29299,1.05231,0.0,117.09601873536299,0.843476,0.0388421,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.484598e+04,4.167528e+00,-1.292989e+00,-2.609702e+00]",-22.3618,17.5427,15,1665339211.262636,http://drgmk.com/sdb/seds/masters/sdb-v2-135532.39-471718.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-135532.39-471718.1/public/sdb-v2-135532.39-471718.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-135532.39-471718.1/public/sdb-v2-135532.39-471718.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-135532.39-471718.1/public/sdb-v2-135532.39-471718.1-mnest/phoenix_m_.json,0.00045813303635172496
80,sdb-v2-140622.30-264056.5,sdb-v2-140622.30-264056.5,HIP 68895,1.293,211.592906,-26.682362,43.7,-141.18,* pi. Hya,K2-IIIFe-0.5,1989ApJS...71..245K,32.3,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,4630.69,14.8873,0.0323,0.00016,61.3977,0.696568,12.1708,0.103653,2.15483,0.153802,0.0823045,0.0847164,0.0,30.959752321981423,0.0640961,0.000375595,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.630692e+03,2.154829e+00,8.230450e-02,-8.104405e-01]",-35.4721,28.4177,24,1665339287.570865,http://drgmk.com/sdb/seds/masters/sdb-v2-140622.30-264056.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-140622.30-264056.5/public/sdb-v2-140622.30-264056.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-140622.30-264056.5/public/sdb-v2-140622.30-264056.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-140622.30-264056.5/public/sdb-v2-140622.30-264056.5-mnest/phoenix_m_.json,0.0036428126351684183
81,sdb-v2-140640.95-362211.8,sdb-v2-140640.95-362211.8,HIP 68933,0.013,211.670619,-36.369954,-519.0,-517.8,* tet Cen,K0-IIIb,1989ApJS...71..245K,55.45,0.2,2007A&A...474..653V,PM*,High proper-motion Star,0,4862.58,19.3769,0.05545,0.0002,55.6511,0.712665,10.513,0.100633,3.01313,0.359165,0.256168,0.0709337,0.0,18.034265103697024,0.170964,0.00183239,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.862581e+03,3.013132e+00,2.561676e-01,-4.686839e-01]",-34.4599,30.1633,20,1665339345.1704059,http://drgmk.com/sdb/seds/masters/sdb-v2-140640.95-362211.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-140640.95-362211.8/public/sdb-v2-140640.95-362211.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-140640.95-362211.8/public/sdb-v2-140640.95-362211.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-140640.95-362211.8/public/sdb-v2-140640.95-362211.8-mnest/phoenix_m_.json,0.005401860953092199
83,sdb-v2-143530.42-420928.2,sdb-v2-143530.42-420928.2,HIP 71352,0.418,218.876767,-42.157825,-34.73,-32.72,* eta Cen,B2Ve,2006MNRAS.371..252L,10.67,0.21,2007A&A...474..653V,Be*,Be Star,0,19295.3,1858.77,0.01067,0.00021,4948.32,1242.17,6.28181,0.470288,3.61646,0.614813,-1.90167,1.3792,0.0,93.7207122774133,0.56198,0.14206,1,385.788,41.9029,6.86327e-05,1.9742e-05,36.057,9.08963,3.82722e-05,6.15661e-06,17.5491,0.818716,2.76275,0.199673,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.929535e+04,3.616461e+00,-1.901671e+00,-2.349519e+00,2.586349e+00,1.244256e+00,2.762754e+00,3.291476e-01]",-87.0364,126.417,11,1665339494.04587,http://drgmk.com/sdb/seds/masters/sdb-v2-143530.42-420928.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-143530.42-420928.2/public/sdb-v2-143530.42-420928.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-143530.42-420928.2/public/sdb-v2-143530.42-420928.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-143530.42-420928.2/public/sdb-v2-143530.42-420928.2-mnest/phoenix_m+modbb_disk_r_.json,0.0006211041085899312
84,sdb-v2-144155.76-472317.5,sdb-v2-144155.76-472317.5,HIP 71860,-1.0,220.48231578,-47.38819875,-20.94,-23.67,* alf Lup,B1.5III,1969ApJ...157..313H,7.02,0.17,2007A&A...474..653V,bC*,Variable Star of beta Cep type,0,21123.7,1351.05,0.00702,0.00017,14878.6,1910.8,9.0815,0.738409,2.79756,0.57738,-3.04886,1.43289,0.0,142.45014245014244,0.730726,0.0801777,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.112370e+04,2.797560e+00,-3.048860e+00,-2.391450e+00]",-22.4913,17.3852,19,1665339507.12029,http://drgmk.com/sdb/seds/masters/sdb-v2-144155.76-472317.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-144155.76-472317.5/public/sdb-v2-144155.76-472317.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-144155.76-472317.5/public/sdb-v2-144155.76-472317.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-144155.76-472317.5/public/sdb-v2-144155.76-472317.5-mnest/phoenix_m_.json,0.0005907583727089881
85,sdb-v2-144459.22+270427.2,sdb-v2-144459.22+270427.2,HIP 72105,-1.0,221.2467394,27.07422497,-50.95,21.07,* eps Boo,A0,None,16.1,0.66,2007A&A...474..653V,**,Double or Multiple Star,0,4772.52,14.1461,0.0161,0.00066,502.17,39.2903,32.7719,1.29709,2.07686,0.0629684,0.424206,0.0678362,0.0,62.11180124223603,0.129862,0.00110509,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.772517e+03,2.076860e+00,4.242065e-01,-5.558500e-01]",-25.7739,10.8603,7,1665339585.1754801,http://drgmk.com/sdb/seds/masters/sdb-v2-144459.22+270427.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-144459.22+270427.2/public/sdb-v2-144459.22+270427.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-144459.22+270427.2/public/sdb-v2-144459.22+270427.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-144459.22+270427.2/public/sdb-v2-144459.22+270427.2-mnest/phoenix_m_.json,0.004889254938850908
86,sdb-v2-145052.71-160230.4,sdb-v2-145052.71-160230.4,HIP 72622,-1.0,222.71963789,-16.04177652,-105.68,-68.4,* alf02 Lib,kA2hA5mA4IV-V,2006AJ....132..161G,43.03,0.19,2007A&A...474..653V,SB*,Spectroscopic binary,0,8101.27,37.0281,0.04303,0.00019,33.1883,0.480065,2.92427,0.0295962,3.64542,0.0450508,0.178683,0.206933,0.0,23.239600278875205,0.0613929,0.00073054,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[8.101265e+03,3.645415e+00,1.786830e-01,-1.800315e+00]",-41.0972,43.2899,25,1665339671.4554439,http://drgmk.com/sdb/seds/masters/sdb-v2-145052.71-160230.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-145052.71-160230.4/public/sdb-v2-145052.71-160230.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-145052.71-160230.4/public/sdb-v2-145052.71-160230.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-145052.71-160230.4/public/sdb-v2-145052.71-160230.4-mnest/phoenix_m_.json,0.0011660146340483127
87,sdb-v2-145831.93-430802.3,sdb-v2-145831.93-430802.3,HIP 73273,-1.0,224.63302235,-43.13396385,-35.78,-39.83,* bet Lup,B2III,None,8.52,0.18,2007A&A...474..653V,PM*,High Proper Motion Star,0,24801.8,1104.67,0.00852,0.00018,10204.9,1146.18,5.5748,0.251431,4.32584,0.679086,-2.33024,1.22328,0.0,117.37089201877934,0.753393,0.0813637,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.480177e+04,4.325840e+00,-2.330235e+00,-2.650078e+00]",-46.3963,62.8192,19,1665339694.4713652,http://drgmk.com/sdb/seds/masters/sdb-v2-145831.93-430802.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-145831.93-430802.3/public/sdb-v2-145831.93-430802.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-145831.93-430802.3/public/sdb-v2-145831.93-430802.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-145831.93-430802.3/public/sdb-v2-145831.93-430802.3-mnest/phoenix_m_.json,0.0004401331421089322
89,sdb-v2-151700.41-092258.5,sdb-v2-151700.41-092258.5,HIP 74785,-1.0,229.25172425,-9.38291441,-98.1,-19.65,* bet Lib,B8Vn,1965MNRAS.130..281B,17.62,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,12092.0,221.363,0.01762,0.00016,475.611,31.1285,4.98334,0.0600199,3.89437,0.234671,-1.4331,0.581477,0.0,56.75368898978434,0.147987,0.00922965,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.209205e+04,3.894366e+00,-1.433096e+00,-2.113208e+00]",-48.1086,64.9545,26,1665339775.697273,http://drgmk.com/sdb/seds/masters/sdb-v2-151700.41-092258.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-151700.41-092258.5/public/sdb-v2-151700.41-092258.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-151700.41-092258.5/public/sdb-v2-151700.41-092258.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-151700.41-092258.5/public/sdb-v2-151700.41-092258.5-mnest/phoenix_m_.json,0.0008136574572168775
90,sdb-v2-153441.27+264252.9,sdb-v2-153441.27+264252.9,HIP 76267,-1.0,233.67195002,26.71469278,120.27,-89.58,* alf CrB,A1IV,2003AJ....126.2048G,43.46,0.28,2007A&A...474..653V,Al*,Eclipsing binary of Algol type (detached),0,9741.8,76.5698,0.04346,0.00028,72.6641,2.40443,2.99407,0.0280049,3.93093,0.0854272,-1.02449,0.378796,0.0,23.00966405890474,0.137207,0.00416254,1,122.783,2.66158,1.25587e-05,5.75006e-07,43.5795,2.03521,1.7177e-06,5.44206e-08,88.8666,7.69741,1.63556,0.426899,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[9.741798e+03,3.930932e+00,-1.024491e+00,-1.770814e+00,2.089137e+00,1.948739e+00,1.635558e+00,9.352951e-01,9.408215e-01,9.177522e-01,9.469492e-01,9.594804e-01]",-243.672,373.946,407,1658960440.979635,http://drgmk.com/sdb/seds/masters/sdb-v2-153441.27+264252.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-153441.27+264252.9/public/sdb-v2-153441.27+264252.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-153441.27+264252.9/public/sdb-v2-153441.27+264252.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-153441.27+264252.9/public/sdb-v2-153441.27+264252.9-mnest/phoenix_m+modbb_disk_r_.json,0.001205776617748328
91,sdb-v2-153508.45-411000.3,sdb-v2-153508.45-411000.3,HIP 76297,0.261,233.785201,-41.166757,-15.62,-25.43,* gam Lup,B2IV,1978MSS...C02....0H,7.75,0.5,2007A&A...474..653V,El*,Ellipsoidal variable Star,0,7896.99,20.4135,0.00775,0.0005,260.859,33.1071,8.63312,0.536603,2.11114,0.0273574,-2.86318,0.173356,0.0,129.03225806451613,0.0157292,0.000160076,1,758.764,33.8937,0.000920234,8.42244e-05,2.18132,0.245933,1.44624e-05,1.28829e-06,12.3619,0.691687,1.61843,0.165591,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[7.896992e+03,2.111144e+00,-2.863182e+00,-2.347537e+00,2.880107e+00,1.092086e+00,1.618430e+00,-1.282985e+00]",-125.98,176.688,18,1658959864.2997508,http://drgmk.com/sdb/seds/masters/sdb-v2-153508.45-411000.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-153508.45-411000.3/public/sdb-v2-153508.45-411000.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-153508.45-411000.3/public/sdb-v2-153508.45-411000.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-153508.45-411000.3/public/sdb-v2-153508.45-411000.3-mnest/phoenix_m+modbb_disk_r_.json,0.000619989973670856
92,sdb-v2-154416.07+062532.3,sdb-v2-154416.07+062532.3,HIP 77070,-1.0,236.06697632,6.42562869,133.84,44.81,* alf Ser,K2IIIbCN1,1989ApJS...71..245K,44.1,0.19,2007A&A...474..653V,PM*,High proper-motion Star,0,4630.97,13.244,0.0441,0.00019,56.3162,0.576313,11.6572,0.0960925,3.12637,0.0878358,0.104765,0.0683153,0.0,22.675736961451246,0.109457,0.000623096,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.630968e+03,3.126372e+00,1.047651e-01,-5.777910e-01]",-81.4074,120.221,25,1665340035.522349,http://drgmk.com/sdb/seds/masters/sdb-v2-154416.07+062532.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-154416.07+062532.3/public/sdb-v2-154416.07+062532.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-154416.07+062532.3/public/sdb-v2-154416.07+062532.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-154416.07+062532.3/public/sdb-v2-154416.07+062532.3-mnest/phoenix_m_.json,0.004763739704906107
93,sdb-v2-155851.11-260650.7,sdb-v2-155851.11-260650.7,HIP 78265,0.462,239.7129859,-26.1141248,-16.047,-22.842,* pi. Sco,B1V+B2:V:,1967ApJ...147.1003G,5.57,0.64,2007A&A...474..653V,bL*,Eclipsing binary of beta Lyr type (semi-detached),0,19795.2,623.549,0.00557,0.00064,12623.5,3008.0,9.55246,1.07155,2.12722,0.0804917,-1.58183,0.831364,0.0,179.53321364452424,0.392176,0.0322158,1,738.459,175.12,0.000132196,6.23988e-05,16.013,8.54438,5.14321e-05,2.33239e-05,13.2363,1.80056,2.2253,0.495043,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.979525e+04,2.127222e+00,-1.581831e+00,-2.551427e+00,2.868326e+00,1.121767e+00,2.225300e+00,-6.805376e-01]",-280.957,514.982,19,1658963299.565902,http://drgmk.com/sdb/seds/masters/sdb-v2-155851.11-260650.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-155851.11-260650.7/public/sdb-v2-155851.11-260650.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-155851.11-260650.7/public/sdb-v2-155851.11-260650.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-155851.11-260650.7/public/sdb-v2-155851.11-260650.7-mnest/phoenix_m+modbb_disk_r_.json,0.0004930439216394822
94,sdb-v2-160020.01-223718.1,sdb-v2-160020.01-223718.1,HIP 78401,-1.0,240.08335535,-22.62170643,-10.21,-35.41,* del Sco,B0.3IV,1973ARA&A..11...29M,6.64,0.89,2007A&A...474..653V,SB*,Spectroscopic binary,0,17198.8,282.331,0.00664,0.00089,9302.21,2825.88,10.7181,1.46347,2.043,0.0371039,0.432915,0.0601227,0.0,150.6024096385542,0.393388,0.0129883,1,291.084,44.4379,5.33859e-05,7.1444e-06,89.5616,30.5416,2.11933e-05,2.46882e-06,19.655,2.53955,2.55094,0.438162,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.719879e+04,2.043003e+00,4.329150e-01,-2.300509e+00,2.464018e+00,1.293473e+00,2.550936e+00,5.829334e-01]",-488.037,914.177,14,1665340362.8029592,http://drgmk.com/sdb/seds/masters/sdb-v2-160020.01-223718.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-160020.01-223718.1/public/sdb-v2-160020.01-223718.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-160020.01-223718.1/public/sdb-v2-160020.01-223718.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-160020.01-223718.1/public/sdb-v2-160020.01-223718.1-mnest/phoenix_m+modbb_disk_r_.json,0.0006594791510259161
95,sdb-v2-160526.23-194819.6,sdb-v2-160526.23-194819.6,HIP 78820,-1.0,241.35929993,-19.80545278,-5.2,-24.04,* bet01 Sco,B1V,1981ApJS...45..437A,8.07,0.78,2007A&A...474..653V,SB*,Spectroscopic binary,0,17276.9,303.616,0.00807,0.00078,4456.17,937.113,7.45764,0.762226,2.06201,0.048344,0.419789,0.0644775,0.0,123.91573729863691,0.289261,0.0103,1,648.54,249.445,3.43629e-05,3.21991e-05,12.4125,12.2242,1.01013e-05,9.25526e-06,47.2874,83.1043,1.61969,0.935907,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.727687e+04,2.062007e+00,4.197886e-01,-2.441911e+00,2.811937e+00,1.674746e+00,1.619691e+00,-1.187501e+00]",-60.0165,70.9452,13,1658964247.078698,http://drgmk.com/sdb/seds/masters/sdb-v2-160526.23-194819.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-160526.23-194819.6/public/sdb-v2-160526.23-194819.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-160526.23-194819.6/public/sdb-v2-160526.23-194819.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-160526.23-194819.6/public/sdb-v2-160526.23-194819.6-mnest/phoenix_m+modbb_disk_r_.json,0.0005576865054413259
96,sdb-v2-161420.74-034139.6,sdb-v2-161420.74-034139.6,HIP 79593,-1.0,243.58641053,-3.69432256,-47.54,-142.73,* del Oph,M0.5III,1989ApJS...71..245K,19.06,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,3913.6,4.94416,0.01906,0.00016,616.295,12.0738,54.0074,0.594157,2.27378,0.0128176,0.477224,0.0180162,0.0,52.46589716684155,0.223872,0.00247427,1,560.334,238.254,0.000421993,0.000467249,6.13086,6.0231,9.45131e-05,0.000103642,160.34,257.278,1.34958,0.929898,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[3.913598e+03,2.273783e+00,4.772236e-01,2.513833e-02,2.748447e+00,2.205041e+00,1.349582e+00,2.649280e-02]",-192.31,323.549,12,1665340477.777788,http://drgmk.com/sdb/seds/masters/sdb-v2-161420.74-034139.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-161420.74-034139.6/public/sdb-v2-161420.74-034139.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-161420.74-034139.6/public/sdb-v2-161420.74-034139.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-161420.74-034139.6/public/sdb-v2-161420.74-034139.6-mnest/phoenix_m+modbb_disk_r_.json,0.009538747496764722
